2026-02-09 09:00:27.397 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 4025 ms
2026-02-09 09:00:27.776 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-02-09 09:00:27.919 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.2.Final
2026-02-09 09:00:27.996 INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-02-09 09:00:28.601 INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-02-09 09:00:28.654 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-02-09 09:00:29.596 INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection oracle.jdbc.driver.T4CConnection@32298473
2026-02-09 09:00:29.600 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-02-09 09:00:29.649 WARN  org.hibernate.orm.deprecation - HHH90000026: Oracle10gDialect has been deprecated; use org.hibernate.community.dialect.OracleLegacyDialect instead
2026-02-09 09:00:34.453 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-02-09 09:00:34.462 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-02-09 09:00:40.646 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-02-09 09:00:40.789 INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
2026-02-09 09:00:43.167 INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8283"]
2026-02-09 09:00:43.211 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8283 (http) with context path '/'
2026-02-09 09:00:43.224 INFO  kr.co.seoulit.ReceptionApplication - Started ReceptionApplication in 21.449 seconds (process running for 25.712)
